name,age,stream,math_score,science_score,english_score,computer_score,attendance,family_income,study_hours,financial_problem,mental_stress,internet_access,parental_support,recommended_career,dropout_risk
Student_789,22,Commerce,89,41,71,69,90,Medium,3,No,Low,No,Low,Business Manager,Low
Student_790,19,Science,43,65,41,67,72,High,2,Yes,Low,No,Medium,Mechanical Engineer,Medium
Student_791,16,Science,65,100,73,47,40,Medium,7,No,Medium,No,Low,Doctor,Medium
Student_792,20,Arts,40,98,98,71,48,Low,7,No,Medium,No,Low,Doctor,Medium
Student_793,17,Arts,63,69,73,35,97,High,5,No,Low,Yes,High,Mechanical Engineer,Low
Student_794,18,Science,62,92,80,67,67,High,10,No,Low,No,High,Doctor,Low
Student_795,16,Commerce,86,86,84,85,90,Low,8,Yes,Low,Yes,High,Data Scientist,Low
Student_796,22,Commerce,75,48,38,34,48,Medium,5,No,Medium,Yes,High,Business Manager,Low
Student_797,17,Science,77,83,80,56,100,Medium,1,Yes,High,Yes,Medium,Doctor,High
Student_798,19,Commerce,47,85,47,97,83,High,3,Yes,High,Yes,Medium,Doctor,Medium
Student_799,16,Arts,90,99,87,69,82,Low,2,Yes,Medium,Yes,Medium,Doctor,Medium
Student_800,18,Science,92,97,53,46,74,Medium,3,Yes,Medium,Yes,Low,Doctor,Medium
Student_801,21,Arts,40,54,56,63,91,Low,6,No,Medium,Yes,High,Mechanical Engineer,Low
Student_802,20,Arts,46,35,43,86,77,Low,1,Yes,High,No,High,Graphic Designer,High
Student_803,17,Commerce,35,94,77,92,52,High,4,No,Medium,No,High,Doctor,Medium
Student_804,21,Arts,37,59,47,88,58,Low,3,No,Medium,No,High,Graphic Designer,Medium
Student_805,18,Commerce,60,86,86,77,90,Medium,10,No,Low,Yes,High,Doctor,Low
Student_806,19,Science,60,92,89,70,45,Low,3,Yes,Medium,No,High,Doctor,Medium
Student_807,19,Arts,70,41,83,90,73,High,2,Yes,High,No,Medium,Teacher,High
Student_808,20,Science,46,57,78,97,76,High,10,Yes,High,Yes,High,Graphic Designer,Medium
Student_809,21,Arts,95,86,59,69,64,Medium,6,Yes,Medium,No,Low,Doctor,Medium
Student_810,21,Arts,82,83,81,96,96,Low,3,Yes,High,Yes,Medium,Data Scientist,Medium
Student_811,17,Science,64,85,54,44,69,Low,9,No,Low,No,High,Doctor,Low
Student_812,18,Science,76,39,91,73,89,Low,1,No,Low,No,Medium,Graphic Designer,Medium
Student_813,22,Commerce,76,56,46,72,65,Medium,6,No,Low,Yes,Low,Business Manager,Low
Student_814,17,Science,48,36,38,53,98,Medium,10,No,Low,Yes,Medium,Mechanical Engineer,Low
Student_815,21,Science,59,97,41,58,47,Low,7,Yes,Medium,No,Medium,Doctor,Medium
Student_816,16,Arts,91,78,88,93,48,High,4,Yes,High,No,Medium,Software Engineer,High
Student_817,22,Arts,60,37,49,74,78,High,3,Yes,Low,Yes,Low,Graphic Designer,Medium
Student_818,20,Arts,93,63,100,80,77,Low,9,No,Low,No,Medium,Software Engineer,Low
Student_819,16,Science,36,74,63,66,70,High,1,Yes,Medium,Yes,Low,Mechanical Engineer,Medium
Student_820,18,Science,39,56,97,73,42,Medium,5,No,Low,No,High,Graphic Designer,Medium
Student_821,21,Commerce,45,95,68,37,51,High,6,Yes,High,No,Medium,Doctor,High
Student_822,21,Arts,37,76,60,52,46,Medium,3,Yes,High,Yes,High,Mechanical Engineer,High
Student_823,18,Science,57,72,68,56,58,High,1,No,Medium,Yes,Low,Mechanical Engineer,Medium
Student_824,22,Commerce,75,51,71,86,70,Medium,6,No,Medium,No,Medium,Software Engineer,Low
Student_825,19,Commerce,75,64,39,94,63,Low,9,No,Medium,No,Low,Software Engineer,Low
Student_826,21,Arts,40,84,43,88,76,High,7,Yes,Low,Yes,Low,Doctor,Medium
Student_827,17,Arts,76,94,82,96,53,Low,7,Yes,Low,No,Medium,Software Engineer,Medium
Student_828,18,Arts,69,100,57,54,56,Low,6,Yes,High,No,Low,Doctor,High
Student_829,16,Arts,64,65,63,31,53,High,8,No,Low,No,Medium,Mechanical Engineer,Medium
Student_830,21,Commerce,95,39,54,66,86,Medium,9,No,Medium,Yes,Medium,Business Manager,Low
Student_831,20,Science,67,93,56,66,83,High,6,Yes,Medium,Yes,High,Doctor,Low
Student_832,21,Commerce,74,41,37,46,52,Low,7,Yes,High,No,Low,Business Manager,High
Student_833,20,Commerce,53,70,38,44,49,High,3,No,High,No,Medium,Business Manager,Medium
Student_834,17,Science,41,54,97,73,75,Low,5,Yes,Low,Yes,Low,Graphic Designer,Medium
Student_835,21,Arts,56,48,59,79,81,Medium,9,No,Low,No,High,Graphic Designer,Low
Student_836,16,Commerce,41,46,67,55,69,Low,2,Yes,Low,Yes,Medium,Business Manager,Medium
Student_837,21,Science,84,67,64,61,67,High,10,No,Medium,No,High,Mechanical Engineer,Low
Student_838,22,Arts,81,37,66,100,98,High,4,Yes,Medium,Yes,High,Software Engineer,Low
Student_839,22,Science,83,55,82,64,77,High,9,Yes,Low,No,Medium,Mechanical Engineer,Medium
Student_840,16,Arts,91,89,40,75,97,Medium,2,No,High,No,Low,Doctor,High
Student_841,21,Science,35,74,49,48,57,Low,6,No,Low,Yes,High,Mechanical Engineer,Low
Student_842,21,Science,65,86,90,70,78,Medium,2,No,Medium,Yes,Low,Doctor,Medium
Student_843,19,Arts,47,79,59,89,50,High,8,No,High,No,High,Graphic Designer,Medium
Student_844,18,Science,46,48,51,55,54,High,5,No,High,Yes,Medium,Mechanical Engineer,Medium
Student_845,19,Arts,39,56,99,79,49,High,3,No,High,Yes,Medium,Teacher,Medium
Student_846,22,Commerce,81,50,59,69,86,Medium,6,No,Medium,Yes,Low,Business Manager,Low
Student_847,18,Arts,73,43,100,44,90,Low,4,Yes,Medium,No,Medium,Teacher,Medium
Student_848,20,Science,72,98,79,45,60,Low,4,No,High,Yes,High,Doctor,Low
Student_849,20,Arts,55,97,45,79,91,Medium,5,Yes,Low,Yes,Medium,Doctor,Low
Student_850,22,Arts,53,70,50,90,93,Low,8,Yes,Medium,No,High,Graphic Designer,Medium
Student_851,19,Arts,57,36,59,47,56,High,9,Yes,High,No,Low,Mechanical Engineer,High
Student_852,17,Science,100,87,41,58,86,High,6,Yes,High,Yes,Low,Doctor,Medium
Student_853,16,Arts,97,90,42,91,74,High,8,Yes,Medium,Yes,High,Data Scientist,Low
Student_854,19,Arts,66,51,42,33,80,High,10,No,Low,Yes,High,Mechanical Engineer,Low
Student_855,18,Commerce,98,82,84,75,60,Medium,5,No,Low,Yes,High,Doctor,Low
Student_856,17,Science,64,98,86,70,87,High,10,No,Medium,No,Low,Doctor,Low
Student_857,17,Science,37,73,98,90,86,Medium,5,Yes,Medium,Yes,High,Graphic Designer,Low
Student_858,19,Commerce,38,80,67,66,87,High,3,Yes,Low,Yes,Low,Business Manager,Medium
Student_859,16,Commerce,89,90,97,71,83,High,9,Yes,High,Yes,Medium,Doctor,Medium
Student_860,20,Science,59,60,95,34,78,Low,9,No,Medium,Yes,Medium,Mechanical Engineer,Low
Student_861,17,Commerce,82,45,76,42,97,Low,9,Yes,High,Yes,Medium,Business Manager,Medium
Student_862,20,Arts,64,39,91,48,63,High,4,Yes,Low,No,Medium,Lawyer,Medium
Student_863,18,Arts,72,53,48,80,67,High,3,Yes,Low,Yes,Low,Data Scientist,Medium
Student_864,22,Science,37,69,85,91,64,Low,10,No,High,Yes,Medium,Graphic Designer,Low
Student_865,21,Arts,88,53,87,38,72,High,10,No,Medium,No,High,Teacher,Low
Student_866,18,Arts,36,72,56,48,80,Low,9,Yes,Medium,Yes,Medium,Mechanical Engineer,Low
Student_867,21,Commerce,74,35,57,43,45,Low,5,Yes,Low,Yes,High,Business Manager,Medium
Student_868,21,Arts,94,88,63,49,43,Medium,9,No,High,No,High,Doctor,Medium
Student_869,16,Science,85,41,48,78,77,Low,2,No,Medium,No,High,Data Scientist,Medium
Student_870,20,Science,81,71,55,45,58,Medium,7,Yes,Low,No,Low,Mechanical Engineer,High
Student_871,17,Commerce,59,65,73,31,51,Medium,6,No,Medium,No,High,Business Manager,Medium
Student_872,21,Science,96,76,64,31,73,High,2,No,High,Yes,High,Mechanical Engineer,Medium
Student_873,19,Commerce,41,67,70,80,41,High,2,No,Medium,Yes,Medium,Business Manager,Medium
Student_874,18,Science,43,100,95,77,54,Medium,7,No,High,Yes,Low,Doctor,Medium
Student_875,17,Science,47,36,52,67,41,Low,10,No,Low,Yes,Medium,Mechanical Engineer,Low
Student_876,17,Arts,53,79,69,90,71,Medium,6,Yes,Low,Yes,High,Graphic Designer,Low
Student_877,19,Science,62,100,100,50,61,High,6,No,Low,No,High,Doctor,Low
Student_878,18,Commerce,73,66,62,53,51,High,5,No,Medium,Yes,Medium,Business Manager,Low
Student_879,21,Commerce,62,52,90,36,64,Medium,10,Yes,High,No,Low,Business Manager,High
Student_880,19,Commerce,90,80,64,83,54,Low,4,No,Medium,No,Low,Data Scientist,Medium
Student_881,20,Commerce,90,51,95,91,100,Low,5,No,Low,No,Medium,Software Engineer,Low
Student_882,20,Science,92,87,87,58,67,Medium,8,Yes,Medium,Yes,Medium,Doctor,Low
Student_883,21,Arts,57,35,59,30,68,Medium,4,Yes,High,No,Medium,Mechanical Engineer,Medium
Student_884,19,Arts,70,39,35,44,79,Medium,2,No,Low,Yes,High,Mechanical Engineer,Low
Student_885,22,Arts,74,42,66,68,67,Medium,2,Yes,Medium,No,Medium,Mechanical Engineer,Medium
Student_886,16,Arts,79,80,66,39,89,Low,8,Yes,High,Yes,Medium,Mechanical Engineer,Medium
Student_887,21,Commerce,61,46,38,98,79,Low,5,Yes,High,No,Low,Business Manager,High
Student_888,20,Arts,82,61,45,81,66,High,8,Yes,High,Yes,High,Data Scientist,Medium
Student_889,16,Commerce,80,82,39,79,96,Low,8,Yes,Low,No,Low,Data Scientist,Medium
Student_890,20,Commerce,84,72,83,72,85,High,3,No,Medium,No,Low,Business Manager,Low
Student_891,17,Commerce,44,82,92,54,57,Medium,4,Yes,Low,No,Medium,Doctor,Medium
Student_892,17,Science,81,52,95,95,89,Medium,5,Yes,Low,No,Medium,Software Engineer,Medium
Student_893,19,Arts,76,84,72,89,93,Medium,1,No,High,No,Low,Data Scientist,High
Student_894,22,Science,83,63,87,77,99,Low,8,No,Medium,Yes,Medium,Software Engineer,Low
Student_895,21,Arts,40,44,66,74,75,Low,9,Yes,Medium,No,Low,Graphic Designer,Medium
Student_896,19,Science,70,74,50,67,58,Low,6,No,High,No,High,Mechanical Engineer,Medium
Student_897,20,Commerce,79,35,78,46,92,Low,6,Yes,Low,Yes,Low,Business Manager,Medium
Student_898,19,Commerce,48,80,72,49,84,Low,9,Yes,Medium,Yes,Medium,Business Manager,Low
Student_899,16,Science,49,50,58,78,100,High,10,Yes,Medium,Yes,High,Graphic Designer,Low
Student_900,18,Arts,57,87,56,79,52,Low,6,Yes,High,No,Medium,Doctor,High
Student_901,19,Science,81,49,73,50,75,Low,3,No,Medium,Yes,Medium,Mechanical Engineer,Low
Student_902,17,Commerce,74,36,46,85,57,Low,6,No,High,Yes,Low,Data Scientist,Medium
Student_903,18,Commerce,52,74,64,79,58,Medium,4,Yes,High,No,High,Business Manager,High
Student_904,21,Arts,45,46,96,86,55,Medium,1,Yes,High,No,Medium,Lawyer,High
Student_905,22,Arts,85,82,63,76,80,High,5,Yes,High,No,Low,Data Scientist,High
Student_906,18,Science,40,47,74,93,84,High,7,No,High,No,Medium,Graphic Designer,Medium
Student_907,17,Science,36,96,52,91,46,High,8,No,High,No,Medium,Doctor,Medium
Student_908,21,Commerce,85,81,100,66,100,Low,6,No,Low,No,High,Doctor,Low
Student_909,17,Commerce,41,88,79,82,87,Medium,6,No,Medium,No,Low,Doctor,Low
Student_910,18,Arts,77,52,52,86,86,Low,3,No,High,Yes,Medium,Data Scientist,Low
Student_911,19,Science,42,64,84,77,98,Low,7,Yes,Medium,No,High,Graphic Designer,Medium
Student_912,20,Arts,46,38,48,55,97,Medium,2,No,Medium,Yes,Low,Mechanical Engineer,Medium
Student_913,17,Arts,47,38,85,94,48,Medium,6,Yes,Low,No,Medium,Lawyer,Medium
Student_914,18,Arts,51,50,48,38,51,Low,10,Yes,Low,Yes,Medium,Mechanical Engineer,Medium
Student_915,22,Arts,80,39,43,47,55,High,2,No,Low,No,High,Mechanical Engineer,Medium
Student_916,19,Arts,63,72,81,56,85,Medium,4,Yes,Medium,No,Medium,Lawyer,Medium
Student_917,22,Commerce,74,47,36,46,50,Medium,4,No,High,No,High,Business Manager,Medium
Student_918,22,Commerce,39,48,72,41,100,Low,4,No,Medium,Yes,Low,Business Manager,Low
Student_919,19,Science,38,98,54,76,57,Low,4,No,High,No,Medium,Doctor,Medium
Student_920,21,Science,86,47,38,92,45,Low,10,Yes,High,No,High,Software Engineer,High
Student_921,22,Science,38,72,71,70,96,Low,8,No,High,No,High,Mechanical Engineer,Medium
Student_922,17,Commerce,77,45,57,58,88,Low,1,No,Medium,No,High,Business Manager,Medium
Student_923,20,Arts,68,60,42,87,96,Low,6,Yes,High,No,Low,Graphic Designer,High
Student_924,17,Arts,77,42,70,72,53,High,7,No,Medium,No,Low,Graphic Designer,Medium
Student_925,16,Commerce,88,38,48,66,87,Low,4,Yes,Medium,No,High,Business Manager,Medium
Student_926,18,Science,40,75,41,82,80,High,10,No,Low,Yes,Low,Graphic Designer,Low
Student_927,22,Commerce,53,89,88,58,71,Low,9,Yes,High,Yes,High,Doctor,Medium
Student_928,19,Science,58,44,58,65,94,High,3,No,Low,No,Medium,Mechanical Engineer,Low
Student_929,17,Arts,76,49,98,58,41,High,3,Yes,Medium,No,High,Lawyer,Medium
Student_930,21,Science,42,70,58,62,52,Medium,6,No,High,No,Medium,Mechanical Engineer,Medium
Student_931,17,Commerce,49,65,81,39,88,High,6,Yes,High,Yes,High,Business Manager,Medium
Student_932,18,Arts,52,51,36,89,50,Low,10,Yes,Low,No,Medium,Graphic Designer,Medium
Student_933,18,Commerce,68,57,66,44,45,Medium,4,No,Medium,No,High,Business Manager,Medium
Student_934,20,Commerce,47,42,83,39,46,Low,9,Yes,Low,Yes,Medium,Business Manager,Medium
Student_935,18,Science,49,37,70,32,71,Low,4,Yes,High,Yes,Low,Mechanical Engineer,Medium
Student_936,22,Science,46,42,67,94,94,Low,2,No,Medium,Yes,Medium,Graphic Designer,Low
Student_937,17,Arts,46,41,65,50,43,Medium,4,No,High,No,Medium,Mechanical Engineer,Medium
Student_938,22,Arts,38,40,98,32,57,Low,6,Yes,Medium,No,Medium,Teacher,Medium
Student_939,22,Commerce,78,90,69,89,50,Low,1,No,Low,Yes,High,Software Engineer,Medium
Student_940,21,Commerce,46,77,94,51,56,Low,9,No,Low,Yes,Low,Business Manager,Medium
Student_941,18,Science,74,53,58,79,46,Medium,6,No,Medium,No,Low,Data Scientist,Medium
Student_942,17,Science,54,53,57,45,47,Medium,4,No,High,Yes,Medium,Mechanical Engineer,Medium
Student_943,22,Arts,80,41,71,52,83,Medium,4,No,Medium,Yes,Low,Mechanical Engineer,Low
Student_944,21,Arts,59,96,51,31,67,Low,6,Yes,Medium,Yes,High,Doctor,Low
Student_945,16,Arts,36,84,67,98,73,Low,6,No,Low,No,Low,Doctor,Low
Student_946,21,Science,83,97,69,53,81,High,9,Yes,Low,Yes,Medium,Doctor,Low
Student_947,19,Commerce,58,86,62,91,57,High,8,Yes,Medium,Yes,Low,Doctor,Medium
Student_948,19,Arts,59,61,70,84,69,High,1,Yes,Low,No,High,Graphic Designer,Medium
Student_949,16,Science,63,68,57,89,45,Low,6,Yes,High,Yes,High,Graphic Designer,High
Student_950,18,Arts,64,73,59,50,75,Low,7,Yes,Medium,No,High,Mechanical Engineer,Medium
Student_951,17,Arts,86,59,67,55,60,High,6,Yes,High,Yes,Low,Mechanical Engineer,Medium
Student_952,16,Arts,57,65,78,49,93,Medium,7,Yes,High,Yes,Low,Teacher,Medium
Student_953,19,Commerce,48,81,86,73,92,Low,9,Yes,High,Yes,Medium,Doctor,Medium
Student_954,20,Science,54,76,35,93,88,Low,9,Yes,Medium,Yes,Low,Graphic Designer,Medium
Student_955,17,Arts,82,60,73,81,99,High,2,No,High,No,Medium,Data Scientist,Medium
Student_956,19,Commerce,83,53,57,88,48,Low,1,Yes,Low,Yes,Low,Software Engineer,High
Student_957,18,Commerce,54,93,97,30,96,High,5,No,Medium,No,Low,Doctor,Low
Student_958,21,Science,61,94,56,100,100,Low,7,No,High,Yes,High,Doctor,Low
Student_959,20,Commerce,79,50,96,39,40,Medium,4,No,Low,Yes,High,Business Manager,Low
Student_960,19,Science,81,39,49,46,72,High,4,Yes,High,Yes,High,Mechanical Engineer,Medium
Student_961,21,Commerce,45,51,64,42,46,High,6,No,Low,Yes,Medium,Business Manager,Low
Student_962,21,Arts,80,87,81,61,68,Low,2,Yes,High,No,Low,Doctor,High
Student_963,17,Commerce,76,83,75,74,84,High,7,Yes,High,Yes,Medium,Doctor,Medium
Student_964,18,Arts,78,54,66,44,46,Low,1,Yes,Medium,Yes,High,Mechanical Engineer,High
Student_965,21,Commerce,83,81,70,42,95,Medium,6,No,High,Yes,High,Doctor,Low
Student_966,20,Science,75,93,75,56,56,Low,8,No,Low,No,High,Doctor,Medium
Student_967,20,Commerce,58,77,66,89,61,High,3,Yes,High,No,High,Business Manager,Medium
Student_968,21,Arts,82,82,74,50,92,Low,1,No,High,No,Medium,Doctor,Medium
Student_969,19,Science,96,90,100,96,57,High,9,Yes,Low,Yes,Low,Data Scientist,Medium
Student_970,16,Commerce,95,67,44,53,52,Low,3,Yes,Medium,No,High,Business Manager,Medium
Student_971,20,Arts,76,76,54,72,60,Low,9,Yes,Low,No,Low,Graphic Designer,Medium
Student_972,20,Science,67,43,35,66,47,Medium,3,No,High,Yes,High,Mechanical Engineer,Medium
Student_973,21,Science,38,56,57,31,45,High,8,No,High,Yes,High,Mechanical Engineer,Medium
Student_974,22,Arts,84,37,67,39,82,Medium,8,No,High,Yes,Low,Mechanical Engineer,Medium
Student_975,18,Arts,52,54,97,65,43,Medium,8,Yes,Medium,No,Low,Lawyer,High
Student_976,19,Commerce,43,60,90,45,90,High,6,No,Medium,No,Low,Business Manager,Low
Student_977,17,Commerce,92,94,98,57,98,Low,9,Yes,Medium,Yes,Low,Doctor,Medium
Student_978,22,Commerce,62,82,51,63,62,Low,2,Yes,Medium,Yes,Low,Doctor,Medium
Student_979,22,Commerce,49,49,95,48,48,High,3,No,Low,No,High,Business Manager,Medium
Student_980,18,Arts,48,35,97,56,91,High,9,No,High,No,Low,Lawyer,Medium
Student_981,18,Science,81,100,77,70,54,Low,8,No,Medium,Yes,Low,Doctor,Medium
Student_982,17,Arts,94,64,35,85,69,Low,6,Yes,High,Yes,Medium,Data Scientist,Medium
Student_983,21,Science,53,72,56,48,88,Low,3,No,Low,No,Low,Mechanical Engineer,Low
Student_984,22,Science,65,88,40,35,80,Medium,3,Yes,High,Yes,Medium,Doctor,Medium
Student_985,21,Arts,62,48,35,57,88,Low,1,Yes,High,No,High,Mechanical Engineer,High
Student_986,20,Arts,65,67,88,52,65,Medium,10,Yes,Low,No,High,Lawyer,Medium
Student_987,21,Science,84,35,41,40,45,High,4,No,Medium,No,Medium,Mechanical Engineer,Medium
Student_988,22,Commerce,65,58,83,94,41,Low,7,No,High,Yes,Medium,Business Manager,Medium
Student_989,21,Arts,88,47,61,61,76,Medium,10,Yes,High,No,High,Mechanical Engineer,Medium
Student_990,17,Science,50,81,70,92,58,Low,2,Yes,Medium,No,Medium,Doctor,High
Student_991,22,Commerce,60,39,59,54,57,Medium,10,Yes,High,No,Medium,Business Manager,High
Student_992,20,Commerce,60,91,85,45,65,Low,7,Yes,Medium,Yes,Low,Doctor,Medium
Student_993,17,Arts,53,52,67,54,77,Low,2,Yes,Medium,Yes,High,Mechanical Engineer,Medium
Student_994,21,Commerce,73,54,90,89,65,Medium,10,No,High,Yes,High,Data Scientist,Low
Student_995,22,Arts,72,53,99,33,59,Low,9,Yes,Low,Yes,Medium,Lawyer,Medium
Student_996,19,Commerce,99,51,52,42,57,High,2,Yes,Medium,Yes,High,Business Manager,High
Student_997,20,Science,46,52,38,86,96,High,5,No,Low,No,Medium,Graphic Designer,Low
Student_998,21,Arts,92,40,68,86,71,Medium,10,Yes,High,Yes,Medium,Software Engineer,Medium
Student_999,16,Science,45,55,48,65,80,Medium,7,Yes,Medium,Yes,Low,Mechanical Engineer,Medium
Student_1000,18,Science,99,91,54,93,51,High,5,Yes,Low,Yes,Low,Data Scientist,Medium
Student_1001,22,Arts,66,43,90,92,85,Medium,9,No,High,No,High,Teacher,Medium
Student_1002,17,Science,82,39,39,75,79,Medium,8,Yes,Low,Yes,Low,Graphic Designer,Medium
Student_1003,22,Science,86,37,72,35,100,Medium,7,No,Low,No,Low,Mechanical Engineer,Low
Student_1004,20,Arts,97,73,91,87,63,Medium,4,No,High,Yes,High,Data Scientist,Low
Student_1005,20,Commerce,69,82,89,33,42,High,6,Yes,Medium,Yes,Low,Doctor,Medium
Student_1006,19,Science,79,96,69,58,43,High,9,Yes,High,Yes,High,Doctor,High
Student_1007,16,Arts,73,60,94,34,43,High,3,Yes,Low,Yes,Low,Teacher,Medium
Student_1008,20,Arts,41,35,37,80,59,High,10,No,High,Yes,High,Graphic Designer,Medium
Student_1009,16,Arts,91,71,40,96,96,High,5,No,Low,No,High,Data Scientist,Low
Student_1010,18,Arts,49,74,35,41,68,High,8,Yes,Medium,No,Medium,Mechanical Engineer,Medium
Student_1011,21,Arts,83,41,59,67,50,High,3,No,High,No,High,Mechanical Engineer,Medium
Student_1012,22,Arts,61,82,84,66,41,Medium,8,Yes,Low,No,High,Doctor,Medium
Student_1013,18,Science,70,38,38,45,40,Low,6,Yes,Low,Yes,High,Mechanical Engineer,Medium
Student_1014,22,Arts,49,94,84,49,84,High,8,Yes,Low,Yes,Low,Doctor,Medium
Student_1015,18,Science,91,43,80,91,99,High,8,Yes,Medium,No,High,Data Scientist,Medium
Student_1016,16,Arts,42,99,61,53,43,High,9,No,Low,No,Medium,Doctor,Medium
Student_1017,18,Science,61,96,42,68,63,High,3,Yes,High,No,Medium,Doctor,Medium
Student_1018,22,Commerce,74,78,44,41,76,Low,8,No,Medium,No,Medium,Business Manager,Low
Student_1019,18,Science,67,93,93,73,60,Medium,6,No,Medium,No,Low,Doctor,Low
Student_1020,19,Commerce,97,79,58,92,45,High,8,No,Low,Yes,Low,Software Engineer,Medium
Student_1021,22,Science,45,58,40,59,74,High,9,No,Medium,No,Low,Mechanical Engineer,Low
Student_1022,19,Science,39,36,47,61,71,Low,2,Yes,High,Yes,High,Mechanical Engineer,High
Student_1023,20,Commerce,39,74,64,82,74,High,6,No,Medium,No,Low,Business Manager,Low
Student_1024,17,Arts,51,75,79,92,63,Low,3,No,High,No,Medium,Lawyer,Medium
Student_1025,18,Arts,84,39,81,35,48,High,9,Yes,High,No,Medium,Lawyer,High
Student_1026,21,Arts,38,72,54,41,79,Low,8,No,Low,Yes,Medium,Mechanical Engineer,Low
Student_1027,18,Science,92,85,43,91,82,High,9,No,High,Yes,Low,Data Scientist,Medium
Student_1028,17,Science,60,49,35,91,90,High,2,No,Low,No,Low,Graphic Designer,Medium
Student_1029,18,Science,48,37,86,100,99,Medium,1,No,Low,Yes,Low,Graphic Designer,Medium
Student_1030,19,Science,89,88,94,94,59,Medium,9,No,Low,Yes,High,Data Scientist,Low
Student_1031,22,Science,94,64,91,85,77,High,10,No,High,Yes,Low,Data Scientist,Medium
Student_1032,21,Commerce,80,93,89,76,89,High,6,No,Medium,Yes,High,Data Scientist,Low
Student_1033,19,Arts,97,53,57,89,49,Low,3,No,Low,No,Low,Data Scientist,Medium
Student_1034,16,Science,54,92,36,57,41,Medium,2,Yes,High,Yes,Medium,Doctor,High
Student_1035,16,Commerce,76,42,45,75,71,High,2,No,Low,No,Medium,Business Manager,Medium
Student_1036,19,Arts,36,44,88,41,43,Medium,1,No,High,No,Low,Teacher,High
Student_1037,20,Commerce,97,86,58,72,98,High,2,Yes,Low,No,High,Doctor,Medium
Student_1038,22,Commerce,46,41,87,32,89,High,7,Yes,Low,No,Medium,Business Manager,Medium
Student_1039,20,Science,93,42,97,83,59,High,1,Yes,Medium,No,High,Software Engineer,High
Student_1040,22,Commerce,48,40,72,89,61,Low,7,No,Medium,Yes,Medium,Business Manager,Low
Student_1041,22,Science,41,92,59,44,84,Low,2,Yes,Low,No,High,Doctor,Medium
Student_1042,16,Commerce,59,80,98,44,87,Medium,6,Yes,High,Yes,Low,Business Manager,Medium
Student_1043,19,Science,85,88,41,35,89,High,8,Yes,Medium,No,Low,Doctor,Medium
Student_1044,22,Science,38,83,87,57,47,Low,7,No,Medium,No,Medium,Doctor,Medium
Student_1045,22,Science,99,37,58,68,88,Low,4,No,High,No,High,Mechanical Engineer,Medium
Student_1046,22,Commerce,100,49,43,77,66,Medium,1,Yes,Low,Yes,High,Software Engineer,Medium
Student_1047,22,Science,37,64,92,99,46,Low,8,Yes,Medium,No,High,Graphic Designer,Medium
Student_1048,20,Arts,88,92,96,33,82,Medium,2,Yes,High,Yes,High,Doctor,High
Student_1049,22,Arts,99,52,35,33,76,Low,8,No,High,Yes,High,Mechanical Engineer,Low
Student_1050,17,Science,41,62,61,66,75,High,9,Yes,High,Yes,Low,Mechanical Engineer,Medium
Student_1051,20,Science,60,64,81,90,59,Medium,4,Yes,High,No,Low,Graphic Designer,High
Student_1052,16,Science,67,73,100,52,53,High,6,No,High,No,Medium,Mechanical Engineer,Medium
Student_1053,21,Arts,61,43,94,48,65,Low,3,No,High,No,Medium,Teacher,Medium
Student_1054,16,Commerce,95,71,64,39,70,Low,5,Yes,High,Yes,Medium,Business Manager,Medium
Student_1055,22,Commerce,42,56,88,32,55,Medium,10,Yes,Medium,Yes,High,Business Manager,Medium
Student_1056,20,Commerce,42,82,67,43,97,Medium,6,No,Medium,Yes,High,Doctor,Low
Student_1057,19,Commerce,46,58,65,93,69,Medium,10,Yes,High,Yes,Medium,Business Manager,Medium
Student_1058,20,Commerce,62,73,51,40,61,High,8,Yes,High,No,High,Business Manager,Medium
Student_1059,20,Arts,86,91,52,61,54,Low,8,Yes,High,Yes,Low,Doctor,High
Student_1060,17,Arts,75,49,92,86,84,Medium,7,No,Medium,Yes,Low,Software Engineer,Low
Student_1061,17,Science,61,92,72,41,85,Medium,5,Yes,Low,No,Low,Doctor,Medium
Student_1062,21,Science,56,92,61,92,84,Low,10,No,Low,Yes,High,Doctor,Low
Student_1063,17,Commerce,67,59,71,75,68,Low,3,Yes,Low,No,High,Business Manager,Medium
Student_1064,16,Arts,71,93,66,37,100,High,5,Yes,Low,Yes,High,Doctor,Low
Student_1065,19,Arts,83,48,58,60,96,Medium,10,No,Low,Yes,Low,Mechanical Engineer,Low
Student_1066,20,Commerce,99,95,59,66,40,Medium,8,Yes,High,No,Medium,Doctor,High
Student_1067,19,Commerce,96,82,67,92,82,Medium,9,Yes,Low,No,Medium,Data Scientist,Medium
Student_1068,20,Science,86,55,93,69,81,Medium,8,Yes,High,Yes,Medium,Mechanical Engineer,Medium
Student_1069,22,Arts,79,56,37,44,70,High,3,Yes,Low,Yes,High,Mechanical Engineer,Low
Student_1070,21,Science,62,63,47,89,46,Medium,4,No,Medium,No,Medium,Graphic Designer,Medium
Student_1071,22,Commerce,94,60,63,41,78,Medium,8,Yes,High,Yes,Low,Business Manager,Medium
Student_1072,17,Commerce,100,85,40,96,100,Medium,6,No,Low,Yes,High,Data Scientist,Low
Student_1073,18,Commerce,67,60,57,81,98,High,7,Yes,Medium,No,Low,Business Manager,Medium
Student_1074,16,Arts,96,57,59,94,66,Low,10,No,Low,No,Medium,Software Engineer,Low
